instant,dteday,season,year,month,hour,holiday,day,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,activity_cluster
15529,2012-10-14,Winter,2012,Oct,5,0,Sun,Weekend,Clear,0.4,0.4091,0.82,0.194,5,6,11,Low Activity
15530,2012-10-14,Winter,2012,Oct,6,0,Sun,Weekend,Clear,0.4,0.4091,0.82,0.1642,4,20,24,Low Activity
15531,2012-10-14,Winter,2012,Oct,7,0,Sun,Weekend,Clear,0.42,0.4242,0.82,0.2239,7,44,51,Medium Activity
15532,2012-10-14,Winter,2012,Oct,8,0,Sun,Weekend,Clear,0.44,0.4394,0.77,0.194,28,104,132,Medium Activity
15533,2012-10-14,Winter,2012,Oct,9,0,Sun,Weekend,Misty,0.48,0.4697,0.67,0.2836,62,161,223,Medium Activity
15534,2012-10-14,Winter,2012,Oct,10,0,Sun,Weekend,Clear,0.54,0.5152,0.56,0.194,150,278,428,High Activity
15535,2012-10-14,Winter,2012,Oct,11,0,Sun,Weekend,Clear,0.56,0.5303,0.52,0.2985,156,338,494,High Activity
15536,2012-10-14,Winter,2012,Oct,12,0,Sun,Weekend,Clear,0.62,0.6212,0.46,0.3284,200,362,562,High Activity
15537,2012-10-14,Winter,2012,Oct,13,0,Sun,Weekend,Clear,0.64,0.6212,0.41,0.4478,218,401,619,High Activity
15538,2012-10-14,Winter,2012,Oct,14,0,Sun,Weekend,Clear,0.66,0.6212,0.39,0.4179,249,368,617,High Activity
15539,2012-10-14,Winter,2012,Oct,15,0,Sun,Weekend,Clear,0.66,0.6212,0.39,0.4179,213,355,568,High Activity
15540,2012-10-14,Winter,2012,Oct,16,0,Sun,Weekend,Clear,0.64,0.6212,0.41,0.2985,203,378,581,High Activity
15541,2012-10-14,Winter,2012,Oct,17,0,Sun,Weekend,Clear,0.64,0.6212,0.44,0.194,193,346,539,High Activity
15542,2012-10-14,Winter,2012,Oct,18,0,Sun,Weekend,Clear,0.58,0.5455,0.6,0.2537,134,319,453,High Activity
15543,2012-10-14,Winter,2012,Oct,19,0,Sun,Weekend,Clear,0.56,0.5303,0.64,0.2239,68,268,336,High Activity
15544,2012-10-14,Winter,2012,Oct,20,0,Sun,Weekend,Clear,0.54,0.5152,0.73,0.2239,48,198,246,Medium Activity
15545,2012-10-14,Winter,2012,Oct,21,0,Sun,Weekend,Clear,0.56,0.5303,0.73,0.4478,40,156,196,Medium Activity
15546,2012-10-14,Winter,2012,Oct,22,0,Sun,Weekend,Clear,0.56,0.5303,0.73,0.3881,38,87,125,Medium Activity
15547,2012-10-14,Winter,2012,Oct,23,0,Sun,Weekend,Misty,0.56,0.5303,0.68,0.2836,27,78,105,Medium Activity
15548,2012-10-15,Winter,2012,Oct,0,0,Mon,Weekday,Misty,0.56,0.5303,0.73,0.2537,17,31,48,Medium Activity
15549,2012-10-15,Winter,2012,Oct,1,0,Mon,Weekday,Misty,0.58,0.5455,0.64,0.3881,5,24,29,Low Activity
15550,2012-10-15,Winter,2012,Oct,2,0,Mon,Weekday,Misty,0.58,0.5455,0.64,0.3582,1,5,6,Low Activity
15551,2012-10-15,Winter,2012,Oct,3,0,Mon,Weekday,Misty,0.56,0.5303,0.73,0.2537,2,2,4,Low Activity
15552,2012-10-15,Winter,2012,Oct,4,0,Mon,Weekday,Misty,0.56,0.5303,0.68,0.2239,1,9,10,Low Activity
15553,2012-10-15,Winter,2012,Oct,5,0,Mon,Weekday,Misty,0.56,0.5303,0.73,0.2836,2,38,40,Medium Activity
15554,2012-10-15,Winter,2012,Oct,6,0,Mon,Weekday,Misty,0.56,0.5303,0.73,0.2985,6,141,147,Medium Activity
15555,2012-10-15,Winter,2012,Oct,7,0,Mon,Weekday,Misty,0.58,0.5455,0.68,0.3284,15,461,476,High Activity
15556,2012-10-15,Winter,2012,Oct,8,0,Mon,Weekday,Misty,0.6,0.6061,0.64,0.3881,24,713,737,High Activity
15557,2012-10-15,Winter,2012,Oct,9,0,Mon,Weekday,Light_rain,0.6,0.5909,0.69,0.3881,31,328,359,High Activity
15558,2012-10-15,Winter,2012,Oct,10,0,Mon,Weekday,Misty,0.6,0.5909,0.73,0.3881,43,125,168,Medium Activity
15559,2012-10-15,Winter,2012,Oct,11,0,Mon,Weekday,Misty,0.6,0.5909,0.73,0.3881,88,175,263,Medium Activity
15560,2012-10-15,Winter,2012,Oct,12,0,Mon,Weekday,Light_rain,0.6,0.5758,0.78,0.3284,73,211,284,High Activity
15561,2012-10-15,Winter,2012,Oct,13,0,Mon,Weekday,Misty,0.56,0.5303,0.88,0.2239,37,109,146,Medium Activity
15562,2012-10-15,Winter,2012,Oct,14,0,Mon,Weekday,Misty,0.6,0.5758,0.78,0.2836,57,128,185,Medium Activity
15563,2012-10-15,Winter,2012,Oct,15,0,Mon,Weekday,Clear,0.6,0.5758,0.78,0.3284,70,190,260,Medium Activity
15564,2012-10-15,Winter,2012,Oct,16,0,Mon,Weekday,Clear,0.56,0.5303,0.64,0.2985,76,371,447,High Activity
15565,2012-10-15,Winter,2012,Oct,17,0,Mon,Weekday,Clear,0.56,0.5303,0.64,0.2537,96,670,766,High Activity
15566,2012-10-15,Winter,2012,Oct,18,0,Mon,Weekday,Light_rain,0.54,0.5152,0.77,0.1343,52,540,592,High Activity
15567,2012-10-15,Winter,2012,Oct,19,0,Mon,Weekday,Light_rain,0.52,0.5,0.83,0.0896,12,227,239,Medium Activity
15568,2012-10-15,Winter,2012,Oct,20,0,Mon,Weekday,Misty,0.52,0.5,0.72,0.3881,19,237,256,Medium Activity
15569,2012-10-15,Winter,2012,Oct,21,0,Mon,Weekday,Clear,0.52,0.5,0.59,0.3284,16,190,206,Medium Activity
15570,2012-10-15,Winter,2012,Oct,22,0,Mon,Weekday,Clear,0.5,0.4848,0.59,0.2836,8,118,126,Medium Activity
15571,2012-10-15,Winter,2012,Oct,23,0,Mon,Weekday,Clear,0.46,0.4545,0.63,0.2239,9,72,81,Medium Activity
15572,2012-10-16,Winter,2012,Oct,0,0,Tue,Weekday,Clear,0.46,0.4545,0.63,0.3881,3,45,48,Medium Activity
15573,2012-10-16,Winter,2012,Oct,1,0,Tue,Weekday,Clear,0.44,0.4394,0.67,0.194,4,9,13,Low Activity
15574,2012-10-16,Winter,2012,Oct,2,0,Tue,Weekday,Clear,0.44,0.4394,0.67,0.1343,2,1,3,Low Activity
15575,2012-10-16,Winter,2012,Oct,3,0,Tue,Weekday,Clear,0.42,0.4242,0.67,0.1045,0,2,2,Low Activity
15576,2012-10-16,Winter,2012,Oct,4,0,Tue,Weekday,Clear,0.42,0.4242,0.67,0.1642,0,7,7,Low Activity
15577,2012-10-16,Winter,2012,Oct,5,0,Tue,Weekday,Clear,0.42,0.4242,0.67,0.2537,5,47,52,Medium Activity
15578,2012-10-16,Winter,2012,Oct,6,0,Tue,Weekday,Clear,0.42,0.4242,0.67,0.1642,4,168,172,Medium Activity
15579,2012-10-16,Winter,2012,Oct,7,0,Tue,Weekday,Clear,0.42,0.4242,0.67,0.0896,20,505,525,High Activity
15580,2012-10-16,Winter,2012,Oct,8,0,Tue,Weekday,Clear,0.44,0.4394,0.62,0.0,35,800,835,High Activity
15581,2012-10-16,Winter,2012,Oct,9,0,Tue,Weekday,Clear,0.48,0.4697,0.55,0.2537,32,323,355,High Activity
15582,2012-10-16,Winter,2012,Oct,10,0,Tue,Weekday,Clear,0.5,0.4848,0.48,0.2836,65,157,222,Medium Activity
15583,2012-10-16,Winter,2012,Oct,11,0,Tue,Weekday,Clear,0.5,0.4848,0.45,0.4179,56,172,228,Medium Activity
15584,2012-10-16,Winter,2012,Oct,12,0,Tue,Weekday,Misty,0.52,0.5,0.45,0.3284,69,256,325,High Activity
15585,2012-10-16,Winter,2012,Oct,13,0,Tue,Weekday,Clear,0.52,0.5,0.45,0.2836,68,260,328,High Activity
15586,2012-10-16,Winter,2012,Oct,14,0,Tue,Weekday,Clear,0.54,0.5152,0.39,0.2537,94,214,308,High Activity
15587,2012-10-16,Winter,2012,Oct,15,0,Tue,Weekday,Clear,0.54,0.5152,0.41,0.3284,76,270,346,High Activity
15588,2012-10-16,Winter,2012,Oct,16,0,Tue,Weekday,Clear,0.54,0.5152,0.39,0.2836,79,367,446,High Activity
15589,2012-10-16,Winter,2012,Oct,17,0,Tue,Weekday,Clear,0.52,0.5,0.39,0.194,104,839,943,High Activity
15590,2012-10-16,Winter,2012,Oct,18,0,Tue,Weekday,Clear,0.5,0.4848,0.42,0.1642,71,767,838,High Activity
15591,2012-10-16,Winter,2012,Oct,19,0,Tue,Weekday,Clear,0.48,0.4697,0.48,0.0,40,491,531,High Activity
15592,2012-10-16,Winter,2012,Oct,20,0,Tue,Weekday,Clear,0.46,0.4545,0.55,0.0,35,397,432,High Activity
15593,2012-10-16,Winter,2012,Oct,21,0,Tue,Weekday,Clear,0.46,0.4545,0.63,0.0,19,176,195,Medium Activity
15594,2012-10-16,Winter,2012,Oct,22,0,Tue,Weekday,Clear,0.4,0.4091,0.71,0.0896,18,163,181,Medium Activity
15595,2012-10-16,Winter,2012,Oct,23,0,Tue,Weekday,Clear,0.4,0.4091,0.71,0.0,23,176,199,Medium Activity
15596,2012-10-17,Winter,2012,Oct,0,0,Wed,Weekday,Clear,0.38,0.3939,0.76,0.0,1,48,49,Medium Activity
15597,2012-10-17,Winter,2012,Oct,1,0,Wed,Weekday,Clear,0.38,0.3939,0.76,0.0,3,14,17,Low Activity
15598,2012-10-17,Winter,2012,Oct,2,0,Wed,Weekday,Clear,0.38,0.3939,0.76,0.0,4,12,16,Low Activity
15599,2012-10-17,Winter,2012,Oct,3,0,Wed,Weekday,Clear,0.36,0.3788,0.87,0.0,0,7,7,Low Activity
15600,2012-10-17,Winter,2012,Oct,4,0,Wed,Weekday,Clear,0.36,0.3636,0.81,0.0896,0,4,4,Low Activity
15601,2012-10-17,Winter,2012,Oct,5,0,Wed,Weekday,Misty,0.36,0.3788,0.81,0.0,2,39,41,Medium Activity
15602,2012-10-17,Winter,2012,Oct,6,0,Wed,Weekday,Clear,0.38,0.3939,0.82,0.0,7,171,178,Medium Activity
15603,2012-10-17,Winter,2012,Oct,7,0,Wed,Weekday,Clear,0.36,0.3636,0.81,0.1045,15,449,464,High Activity
15604,2012-10-17,Winter,2012,Oct,8,0,Wed,Weekday,Misty,0.4,0.4091,0.76,0.0,38,779,817,High Activity
15605,2012-10-17,Winter,2012,Oct,9,0,Wed,Weekday,Misty,0.42,0.4242,0.77,0.0,38,344,382,High Activity
15606,2012-10-17,Winter,2012,Oct,10,0,Wed,Weekday,Misty,0.46,0.4545,0.67,0.0,60,168,228,Medium Activity
15607,2012-10-17,Winter,2012,Oct,11,0,Wed,Weekday,Misty,0.5,0.4848,0.51,0.0896,78,156,234,Medium Activity
15608,2012-10-17,Winter,2012,Oct,12,0,Wed,Weekday,Misty,0.52,0.5,0.48,0.1642,71,261,332,High Activity
15609,2012-10-17,Winter,2012,Oct,13,0,Wed,Weekday,Misty,0.54,0.5152,0.49,0.1343,73,237,310,High Activity
15610,2012-10-17,Winter,2012,Oct,14,0,Wed,Weekday,Misty,0.56,0.5303,0.43,0.1642,82,188,270,Medium Activity
15611,2012-10-17,Winter,2012,Oct,15,0,Wed,Weekday,Misty,0.58,0.5455,0.43,0.2239,62,239,301,High Activity
15612,2012-10-17,Winter,2012,Oct,16,0,Wed,Weekday,Clear,0.56,0.5303,0.52,0.194,70,396,466,High Activity
15613,2012-10-17,Winter,2012,Oct,17,0,Wed,Weekday,Clear,0.54,0.5152,0.56,0.1045,122,766,888,High Activity
15614,2012-10-17,Winter,2012,Oct,18,0,Wed,Weekday,Clear,0.52,0.5,0.59,0.1642,90,794,884,High Activity
15615,2012-10-17,Winter,2012,Oct,19,0,Wed,Weekday,Clear,0.5,0.4848,0.72,0.194,49,467,516,High Activity
15616,2012-10-17,Winter,2012,Oct,20,0,Wed,Weekday,Clear,0.5,0.4848,0.72,0.1343,54,360,414,High Activity
15617,2012-10-17,Winter,2012,Oct,21,0,Wed,Weekday,Clear,0.46,0.4545,0.82,0.194,28,301,329,High Activity
15618,2012-10-17,Winter,2012,Oct,22,0,Wed,Weekday,Clear,0.46,0.4545,0.88,0.2537,17,198,215,Medium Activity
15619,2012-10-17,Winter,2012,Oct,23,0,Wed,Weekday,Clear,0.46,0.4545,0.88,0.2239,15,84,99,Medium Activity
15620,2012-10-18,Winter,2012,Oct,0,0,Thu,Weekday,Clear,0.46,0.4545,0.88,0.194,4,53,57,Medium Activity
15621,2012-10-18,Winter,2012,Oct,1,0,Thu,Weekday,Clear,0.46,0.4545,0.82,0.2239,0,14,14,Low Activity
15622,2012-10-18,Winter,2012,Oct,2,0,Thu,Weekday,Clear,0.46,0.4545,0.82,0.194,1,13,14,Low Activity
15623,2012-10-18,Winter,2012,Oct,3,0,Thu,Weekday,Clear,0.44,0.4394,0.88,0.2239,0,5,5,Low Activity
15624,2012-10-18,Winter,2012,Oct,4,0,Thu,Weekday,Clear,0.44,0.4394,0.88,0.2239,0,5,5,Low Activity
15625,2012-10-18,Winter,2012,Oct,5,0,Thu,Weekday,Clear,0.44,0.4394,0.82,0.2239,1,41,42,Medium Activity
15626,2012-10-18,Winter,2012,Oct,6,0,Thu,Weekday,Clear,0.44,0.4394,0.88,0.2985,3,150,153,Medium Activity
15627,2012-10-18,Winter,2012,Oct,7,0,Thu,Weekday,Clear,0.44,0.4394,0.88,0.2537,20,488,508,High Activity
15628,2012-10-18,Winter,2012,Oct,8,0,Thu,Weekday,Clear,0.46,0.4545,0.82,0.2537,31,803,834,High Activity
15629,2012-10-18,Winter,2012,Oct,9,0,Thu,Weekday,Misty,0.5,0.4848,0.77,0.1642,41,346,387,High Activity
15630,2012-10-18,Winter,2012,Oct,10,0,Thu,Weekday,Misty,0.52,0.5,0.68,0.2239,60,158,218,Medium Activity
15631,2012-10-18,Winter,2012,Oct,11,0,Thu,Weekday,Misty,0.56,0.5303,0.56,0.2239,79,189,268,Medium Activity
15632,2012-10-18,Winter,2012,Oct,12,0,Thu,Weekday,Misty,0.6,0.6212,0.53,0.2537,93,284,377,High Activity
15633,2012-10-18,Winter,2012,Oct,13,0,Thu,Weekday,Clear,0.62,0.6212,0.53,0.3582,96,236,332,High Activity
15634,2012-10-18,Winter,2012,Oct,14,0,Thu,Weekday,Misty,0.62,0.6212,0.5,0.2985,94,191,285,High Activity
15635,2012-10-18,Winter,2012,Oct,15,0,Thu,Weekday,Misty,0.6,0.6061,0.6,0.194,69,284,353,High Activity
15636,2012-10-18,Winter,2012,Oct,16,0,Thu,Weekday,Clear,0.6,0.6212,0.56,0.2836,94,356,450,High Activity
15637,2012-10-18,Winter,2012,Oct,17,0,Thu,Weekday,Misty,0.58,0.5455,0.64,0.3284,102,788,890,High Activity
15638,2012-10-18,Winter,2012,Oct,18,0,Thu,Weekday,Misty,0.56,0.5303,0.64,0.3284,68,720,788,High Activity
15639,2012-10-18,Winter,2012,Oct,19,0,Thu,Weekday,Misty,0.56,0.5303,0.68,0.2985,42,471,513,High Activity
15640,2012-10-18,Winter,2012,Oct,20,0,Thu,Weekday,Misty,0.56,0.5303,0.68,0.2537,39,348,387,High Activity
15641,2012-10-18,Winter,2012,Oct,21,0,Thu,Weekday,Misty,0.54,0.5152,0.77,0.194,38,245,283,High Activity
15642,2012-10-18,Winter,2012,Oct,22,0,Thu,Weekday,Misty,0.54,0.5152,0.83,0.194,27,202,229,Medium Activity
15643,2012-10-18,Winter,2012,Oct,23,0,Thu,Weekday,Misty,0.54,0.5152,0.83,0.0,6,111,117,Medium Activity
15644,2012-10-19,Winter,2012,Oct,0,0,Fri,Weekday,Misty,0.56,0.5303,0.83,0.1045,5,51,56,Medium Activity
15645,2012-10-19,Winter,2012,Oct,1,0,Fri,Weekday,Light_rain,0.54,0.5152,0.88,0.0,4,12,16,Low Activity
15646,2012-10-19,Winter,2012,Oct,2,0,Fri,Weekday,Misty,0.54,0.5152,0.88,0.0,1,9,10,Low Activity
15647,2012-10-19,Winter,2012,Oct,3,0,Fri,Weekday,Misty,0.56,0.5303,0.83,0.0,0,5,5,Low Activity
15648,2012-10-19,Winter,2012,Oct,4,0,Fri,Weekday,Misty,0.56,0.5303,0.83,0.0,1,5,6,Low Activity
15649,2012-10-19,Winter,2012,Oct,5,0,Fri,Weekday,Misty,0.54,0.5152,0.88,0.0,1,35,36,Low Activity
15650,2012-10-19,Winter,2012,Oct,6,0,Fri,Weekday,Light_rain,0.54,0.5152,0.94,0.1642,5,126,131,Medium Activity
15651,2012-10-19,Winter,2012,Oct,7,0,Fri,Weekday,Light_rain,0.54,0.5152,0.94,0.0,5,149,154,Medium Activity
15652,2012-10-19,Winter,2012,Oct,8,0,Fri,Weekday,Misty,0.54,0.5152,0.94,0.1045,20,447,467,High Activity
15653,2012-10-19,Winter,2012,Oct,9,0,Fri,Weekday,Misty,0.54,0.5152,0.94,0.1045,26,363,389,High Activity
15654,2012-10-19,Winter,2012,Oct,10,0,Fri,Weekday,Misty,0.58,0.5455,0.88,0.194,26,198,224,Medium Activity
15655,2012-10-19,Winter,2012,Oct,11,0,Fri,Weekday,Clear,0.6,0.5606,0.83,0.194,41,211,252,Medium Activity
15656,2012-10-19,Winter,2012,Oct,12,0,Fri,Weekday,Clear,0.64,0.6061,0.69,0.2239,74,258,332,High Activity
15657,2012-10-19,Winter,2012,Oct,13,0,Fri,Weekday,Clear,0.62,0.5909,0.73,0.2239,87,288,375,High Activity
15658,2012-10-19,Winter,2012,Oct,14,0,Fri,Weekday,Clear,0.66,0.6212,0.61,0.2537,88,277,365,High Activity
15659,2012-10-19,Winter,2012,Oct,15,0,Fri,Weekday,Clear,0.64,0.6061,0.65,0.2985,93,302,395,High Activity
15660,2012-10-19,Winter,2012,Oct,16,0,Fri,Weekday,Light_rain,0.62,0.6061,0.69,0.3582,131,434,565,High Activity
15661,2012-10-19,Winter,2012,Oct,17,0,Fri,Weekday,Light_rain,0.62,0.6061,0.69,0.3582,48,377,425,High Activity
15662,2012-10-19,Winter,2012,Oct,18,0,Fri,Weekday,Clear,0.56,0.5303,0.83,0.1045,21,212,233,Medium Activity
15663,2012-10-19,Winter,2012,Oct,19,0,Fri,Weekday,Clear,0.54,0.5152,0.88,0.1642,19,213,232,Medium Activity
15664,2012-10-19,Winter,2012,Oct,20,0,Fri,Weekday,Clear,0.52,0.5,0.77,0.194,13,216,229,Medium Activity
15665,2012-10-19,Winter,2012,Oct,21,0,Fri,Weekday,Clear,0.5,0.4848,0.77,0.0,17,189,206,Medium Activity
15666,2012-10-19,Winter,2012,Oct,22,0,Fri,Weekday,Clear,0.5,0.4848,0.77,0.0896,14,176,190,Medium Activity
15667,2012-10-19,Winter,2012,Oct,23,0,Fri,Weekday,Clear,0.46,0.4545,0.88,0.1045,13,118,131,Medium Activity
15668,2012-10-20,Winter,2012,Oct,0,0,Sat,Weekend,Clear,0.46,0.4545,0.82,0.1343,13,110,123,Medium Activity
15669,2012-10-20,Winter,2012,Oct,1,0,Sat,Weekend,Clear,0.46,0.4545,0.72,0.1343,2,93,95,Medium Activity
15670,2012-10-20,Winter,2012,Oct,2,0,Sat,Weekend,Clear,0.44,0.4394,0.77,0.1045,9,69,78,Medium Activity
15671,2012-10-20,Winter,2012,Oct,3,0,Sat,Weekend,Clear,0.42,0.4242,0.77,0.1343,2,27,29,Low Activity
15672,2012-10-20,Winter,2012,Oct,4,0,Sat,Weekend,Clear,0.44,0.4394,0.72,0.0,9,9,18,Low Activity
15673,2012-10-20,Winter,2012,Oct,5,0,Sat,Weekend,Clear,0.4,0.4091,0.82,0.0,6,7,13,Low Activity
15674,2012-10-20,Winter,2012,Oct,6,0,Sat,Weekend,Clear,0.42,0.4242,0.71,0.0,5,26,31,Low Activity
15675,2012-10-20,Winter,2012,Oct,7,0,Sat,Weekend,Clear,0.4,0.4091,0.82,0.0,6,59,65,Medium Activity
15676,2012-10-20,Winter,2012,Oct,8,0,Sat,Weekend,Clear,0.46,0.4545,0.67,0.1343,29,164,193,Medium Activity
15677,2012-10-20,Winter,2012,Oct,9,0,Sat,Weekend,Clear,0.5,0.4848,0.59,0.1343,106,257,363,High Activity
15678,2012-10-20,Winter,2012,Oct,10,0,Sat,Weekend,Clear,0.52,0.5,0.52,0.1343,111,312,423,High Activity
15679,2012-10-20,Winter,2012,Oct,11,0,Sat,Weekend,Clear,0.54,0.5152,0.52,0.2239,204,408,612,High Activity
15680,2012-10-20,Winter,2012,Oct,12,0,Sat,Weekend,Clear,0.56,0.5303,0.46,0.1045,267,436,703,High Activity
15681,2012-10-20,Winter,2012,Oct,13,0,Sat,Weekend,Clear,0.56,0.5303,0.43,0.1642,273,441,714,High Activity
15682,2012-10-20,Winter,2012,Oct,14,0,Sat,Weekend,Clear,0.56,0.5303,0.4,0.0,335,376,711,High Activity
15683,2012-10-20,Winter,2012,Oct,15,0,Sat,Weekend,Clear,0.56,0.5303,0.43,0.0,308,403,711,High Activity
15684,2012-10-20,Winter,2012,Oct,16,0,Sat,Weekend,Clear,0.54,0.5152,0.42,0.2836,325,366,691,High Activity
15685,2012-10-20,Winter,2012,Oct,17,0,Sat,Weekend,Clear,0.54,0.5152,0.37,0.2239,347,384,731,High Activity
15686,2012-10-20,Winter,2012,Oct,18,0,Sat,Weekend,Clear,0.52,0.5,0.39,0.2239,165,356,521,High Activity
15687,2012-10-20,Winter,2012,Oct,19,0,Sat,Weekend,Clear,0.5,0.4848,0.45,0.1343,77,268,345,High Activity
15688,2012-10-20,Winter,2012,Oct,20,0,Sat,Weekend,Clear,0.5,0.4848,0.39,0.2239,61,198,259,Medium Activity
15689,2012-10-20,Winter,2012,Oct,21,0,Sat,Weekend,Clear,0.46,0.4545,0.47,0.2239,72,224,296,High Activity
15690,2012-10-20,Winter,2012,Oct,22,0,Sat,Weekend,Clear,0.44,0.4394,0.51,0.1045,47,155,202,Medium Activity
15691,2012-10-20,Winter,2012,Oct,23,0,Sat,Weekend,Clear,0.42,0.4242,0.58,0.0,27,136,163,Medium Activity
15692,2012-10-21,Winter,2012,Oct,0,0,Sun,Weekend,Clear,0.44,0.4394,0.54,0.1642,35,119,154,Medium Activity
15693,2012-10-21,Winter,2012,Oct,1,0,Sun,Weekend,Clear,0.42,0.4242,0.58,0.2239,20,97,117,Medium Activity
15694,2012-10-21,Winter,2012,Oct,2,0,Sun,Weekend,Clear,0.4,0.4091,0.62,0.1642,44,88,132,Medium Activity
15695,2012-10-21,Winter,2012,Oct,3,0,Sun,Weekend,Clear,0.38,0.3939,0.66,0.0896,12,29,41,Medium Activity
15696,2012-10-21,Winter,2012,Oct,4,0,Sun,Weekend,Clear,0.36,0.3485,0.71,0.1642,8,13,21,Low Activity
15697,2012-10-21,Winter,2012,Oct,5,0,Sun,Weekend,Clear,0.38,0.3939,0.66,0.0896,6,4,10,Low Activity
15698,2012-10-21,Winter,2012,Oct,6,0,Sun,Weekend,Clear,0.4,0.4091,0.62,0.0,8,18,26,Low Activity
15699,2012-10-21,Winter,2012,Oct,7,0,Sun,Weekend,Clear,0.4,0.4091,0.62,0.0,13,43,56,Medium Activity
15700,2012-10-21,Winter,2012,Oct,8,0,Sun,Weekend,Clear,0.42,0.4242,0.67,0.0,39,104,143,Medium Activity
15701,2012-10-21,Winter,2012,Oct,9,0,Sun,Weekend,Clear,0.46,0.4545,0.55,0.1642,77,192,269,Medium Activity
15702,2012-10-21,Winter,2012,Oct,10,0,Sun,Weekend,Clear,0.5,0.4848,0.48,0.2985,167,276,443,High Activity
15703,2012-10-21,Winter,2012,Oct,11,0,Sun,Weekend,Clear,0.52,0.5,0.44,0.3284,191,356,547,High Activity
15704,2012-10-21,Winter,2012,Oct,12,0,Sun,Weekend,Clear,0.54,0.5152,0.39,0.3284,236,439,675,High Activity
15705,2012-10-21,Winter,2012,Oct,13,0,Sun,Weekend,Clear,0.56,0.5303,0.37,0.2537,243,383,626,High Activity
15706,2012-10-21,Winter,2012,Oct,14,0,Sun,Weekend,Clear,0.56,0.5303,0.35,0.194,235,405,640,High Activity
15707,2012-10-21,Winter,2012,Oct,15,0,Sun,Weekend,Clear,0.56,0.5303,0.35,0.3284,240,383,623,High Activity
15708,2012-10-21,Winter,2012,Oct,16,0,Sun,Weekend,Clear,0.54,0.5152,0.37,0.2239,182,409,591,High Activity
15709,2012-10-21,Winter,2012,Oct,17,0,Sun,Weekend,Clear,0.52,0.5,0.39,0.2537,153,338,491,High Activity
15710,2012-10-21,Winter,2012,Oct,18,0,Sun,Weekend,Clear,0.52,0.5,0.39,0.194,71,342,413,High Activity
15711,2012-10-21,Winter,2012,Oct,19,0,Sun,Weekend,Clear,0.5,0.4848,0.42,0.1642,50,216,266,Medium Activity
15712,2012-10-21,Winter,2012,Oct,20,0,Sun,Weekend,Clear,0.48,0.4697,0.44,0.194,35,160,195,Medium Activity
15713,2012-10-21,Winter,2012,Oct,21,0,Sun,Weekend,Clear,0.42,0.4242,0.54,0.1642,42,124,166,Medium Activity
15714,2012-10-21,Winter,2012,Oct,22,0,Sun,Weekend,Clear,0.42,0.4242,0.54,0.0,18,95,113,Medium Activity
15715,2012-10-21,Winter,2012,Oct,23,0,Sun,Weekend,Clear,0.44,0.4394,0.54,0.0,7,59,66,Medium Activity
15716,2012-10-22,Winter,2012,Oct,0,0,Mon,Weekday,Clear,0.4,0.4091,0.62,0.0,3,28,31,Low Activity
15717,2012-10-22,Winter,2012,Oct,1,0,Mon,Weekday,Clear,0.4,0.4091,0.71,0.0,0,11,11,Low Activity
15718,2012-10-22,Winter,2012,Oct,2,0,Mon,Weekday,Clear,0.38,0.3939,0.71,0.0,1,4,5,Low Activity
15719,2012-10-22,Winter,2012,Oct,3,0,Mon,Weekday,Clear,0.4,0.4091,0.62,0.0,1,5,6,Low Activity
15720,2012-10-22,Winter,2012,Oct,4,0,Mon,Weekday,Clear,0.38,0.3939,0.66,0.0,1,6,7,Low Activity
15721,2012-10-22,Winter,2012,Oct,5,0,Mon,Weekday,Clear,0.38,0.3939,0.76,0.0896,2,44,46,Medium Activity
15722,2012-10-22,Winter,2012,Oct,6,0,Mon,Weekday,Clear,0.36,0.3636,0.76,0.0896,4,140,144,Medium Activity
15723,2012-10-22,Winter,2012,Oct,7,0,Mon,Weekday,Clear,0.38,0.3939,0.66,0.0896,15,437,452,High Activity
15724,2012-10-22,Winter,2012,Oct,8,0,Mon,Weekday,Clear,0.44,0.4394,0.67,0.0,32,696,728,High Activity
15725,2012-10-22,Winter,2012,Oct,9,0,Mon,Weekday,Clear,0.46,0.4545,0.63,0.0896,25,335,360,High Activity
15726,2012-10-22,Winter,2012,Oct,10,0,Mon,Weekday,Clear,0.5,0.4848,0.55,0.0,51,161,212,Medium Activity
15727,2012-10-22,Winter,2012,Oct,11,0,Mon,Weekday,Clear,0.56,0.5303,0.37,0.1642,63,148,211,Medium Activity
15728,2012-10-22,Winter,2012,Oct,12,0,Mon,Weekday,Clear,0.58,0.5455,0.35,0.0,52,231,283,High Activity
15729,2012-10-22,Winter,2012,Oct,13,0,Mon,Weekday,Clear,0.62,0.6212,0.29,0.1642,88,227,315,High Activity
15730,2012-10-22,Winter,2012,Oct,14,0,Mon,Weekday,Clear,0.62,0.6061,0.27,0.194,73,209,282,High Activity
15731,2012-10-22,Winter,2012,Oct,15,0,Mon,Weekday,Clear,0.64,0.6212,0.29,0.1642,74,222,296,High Activity
15732,2012-10-22,Winter,2012,Oct,16,0,Mon,Weekday,Clear,0.62,0.6212,0.33,0.1642,80,444,524,High Activity
15733,2012-10-22,Winter,2012,Oct,17,0,Mon,Weekday,Clear,0.62,0.6212,0.33,0.1045,84,838,922,High Activity
15734,2012-10-22,Winter,2012,Oct,18,0,Mon,Weekday,Clear,0.54,0.5152,0.64,0.1045,60,726,786,High Activity
